alpha, gamma, P, Xmean, Xvar, Mmean, Mvar
0.010000, 0.020000, 280000.000000, 25362.751188, 20844.770222, 2023125.979576, 26879269.550788
0.010000, 0.020000, 285000.000000, 25349.930269, 20983.008876, 2218598.838438, 24261318.599814
0.010000, 0.020000, 290000.000000, 25365.156590, 19574.635939, 2414445.934830, 22866550.903791
0.010000, 0.020000, 295000.000000, 25373.450418, 19287.012962, 2609889.872826, 24119330.204080
0.010000, 0.020000, 300000.000000, 25366.589398, 19858.464847, 2805332.891878, 22941464.868189
0.010000, 0.020000, 305000.000000, 25367.691424, 19700.198940, 3000453.701120, 24361166.539254
0.010000, 0.020000, 310000.000000, 25362.239169, 20589.496824, 3196641.239732, 22688791.232761
0.010000, 0.020000, 315000.000000, 25366.911346, 20653.872970, 3391904.044622, 23111272.740026
0.010000, 0.020000, 320000.000000, 25352.389095, 19716.439171, 3587367.937046, 22556154.052729
0.010000, 0.020000, 325000.000000, 25373.973839, 22353.151754, 3782994.547572, 25904144.663768
0.010000, 0.030000, 230000.000000, 25363.221474, 20240.099496, 67848.437487, 26880291.452446
0.010000, 0.030000, 235000.000000, 25363.922506, 22916.108058, 263229.716922, 26817788.428857
0.010000, 0.030000, 240000.000000, 25357.733949, 20292.719320, 458425.094176, 28758303.253447
0.010000, 0.030000, 245000.000000, 25362.745944, 21588.169786, 653994.919836, 28490207.101340
0.010000, 0.030000, 250000.000000, 25361.649539, 20545.382819, 849782.315092, 28087263.833191
0.010000, 0.030000, 255000.000000, 25366.955988, 20328.456951, 1045185.723661, 28743491.910084
0.010000, 0.030000, 260000.000000, 25361.531797, 20559.620566, 1240958.271431, 25083594.920499
0.010000, 0.030000, 265000.000000, 25362.322630, 21049.326500, 1436323.220303, 28284609.501726
0.010000, 0.030000, 270000.000000, 25362.397889, 23786.656381, 1632232.729123, 23993497.625224
0.010000, 0.030000, 275000.000000, 25364.576609, 19993.115043, 1826992.362942, 24650134.947813
0.010000, 0.030000, 280000.000000, 25364.095552, 19193.487352, 2023253.961310, 26404109.714570
0.010000, 0.030000, 285000.000000, 25380.887468, 20547.600659, 2218430.469984, 27814763.154329
0.010000, 0.030000, 290000.000000, 25358.715225, 21077.740671, 2414120.801857, 27651331.959333
0.010000, 0.030000, 295000.000000, 25369.304803, 21347.846395, 2609088.676619, 27031800.628990
0.010000, 0.030000, 300000.000000, 25364.310039, 20908.149936, 2805215.730738, 27497697.155765
