alpha, gamma, P, Xmean, Xvar, Mmean, Mvar
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 699008.420715, 4714984372.724662
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 733248.679013, 5309373027.472619
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 764939.531341, 5378903001.795150
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 800120.193612, 6199370898.425885
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 832489.987824, 6633640439.635038
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 865464.429936, 7129862907.915634
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 897180.959114, 7311875152.194223
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 935059.522955, 8500498837.409133
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 968392.757456, 9235041946.466105
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1000979.993099, 9761893285.820807
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1036653.894193, 10737049723.463497
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1063816.354101, 10760255739.447861
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1101811.555973, 11723215136.216791
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1131787.702034, 12153667818.638514
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1164530.634547, 12741525773.563112
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1199008.213968, 13733409422.988726
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1232522.746504, 14415957717.148338
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1268313.560322, 15498689234.746799
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1300855.851556, 16064936338.618362
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1328714.584376, 16358110543.513006
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1371121.035226, 18372909177.782185
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1400053.779876, 18682736912.822929
0.100000, 0.100000, 5000000.000000, 24781.317647, 0.000000, 1434305.115698, 19798879467.766052
